Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.23,Del Rey,Paperback,193,2007,1979,2021/11/23,2021/03/01,,,read,,,,1,0
1031200,The Meaning of India,Raja Rao,"Rao, Raja",,"=""8170945542""","=""9788170945543""",0,3.89,Vision Books,Paperback,204,2007,1996,,2021/11/23,to-read,to-read (#860),to-read,,,,0,0
48692505,Lost in Thought: The Hidden Pleasures of an Intellectual Life,Zena Hitz,"Hitz, Zena",,"=""0691189234""","=""9780691189239""",0,3.73,Princeton University Press,ebook,240,2020,2020,,2021/11/23,to-read,to-read (#859),to-read,,,,0,0
342823,"The Female Malady:  Women, Madness and English Culture 1830-1980",Elaine Showalter,"Showalter, Elaine",,"=""0860688690""","=""9780860688693""",0,4.16,Virago,Paperback,308,1988,1985,,2021/11/22,to-read,to-read (#858),to-read,,,,0,0
7327100,The Asylum for Wayward Victorian Girls,Emilie Autumn,"Autumn, Emilie",,"=""""","=""""",0,3.95,The Asylum Emporium,Hardcover,264,2009,2009,,2021/11/22,to-read,to-read (#857),to-read,,,,0,0
24453,"Witches, Midwives and Nurses: A History of Women Healers",Barbara Ehrenreich,"Ehrenreich, Barbara",Deirdre English,"=""0912670134""","=""9780912670133""",0,4.02,The Feminist Press at CUNY,Paperback,48,1993,1972,,2021/11/22,to-read,to-read (#856),to-read,,,,0,0
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"Dawkins, Richard",,"=""0141026162""","=""9780141026169""",0,4.08,Penguin,Paperback,466,2006,1986,,2021/11/22,to-read,to-read (#855),to-read,,,,0,0
13912,A Beautiful Mind,Sylvia Nasar,"Nasar, Sylvia",,"=""0571212921""","=""9780571212927""",0,4.13,Faber  Faber,Paperback,461,2002,1998,,2021/11/22,to-read,to-read (#854),to-read,,,,0,0
333867,The Stars My Destination,Alfred Bester,"Bester, Alfred",Neil Gaiman,"=""0679767800""","=""9780679767800""",0,4.08,Vintage,Paperback,258,1996,1956,,2021/11/22,to-read,to-read (#853),to-read,,,,0,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine R. Hedges,"=""1558611584""","=""9781558611580""",5,4.11,The Feminist Press at CUNY,Paperback,64,1996,1892,,2021/11/22,,,read,,,,1,0
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",0,4.16,Basic Books,Paperback,240,2002,1988,,2021/11/22,to-read,to-read (#852),to-read,,,,0,0
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",0,4.55,DAW Books,Hardcover,994,2011,2011,,2021/11/22,to-read,to-read (#851),to-read,,,,0,0
25686321,"A Rising Man (Sam Wyndham, #1)",Abir  Mukherjee,"Mukherjee, Abir",,"=""""","=""""",0,3.91,Vintage Digital,Kindle Edition,400,2016,2016,,2021/11/22,to-read,to-read (#850),to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Paperback,139,2003,1886,,2021/11/22,to-read,to-read (#849),to-read,,,,0,0
1848845,"The Island of Menstruating Men: Religion in Wogeo, New Guinea",Herbert Ian Hogbin,"Hogbin, Herbert Ian",,"=""0881338842""","=""9780881338843""",0,3.12,Waveland Press,Paperback,203,1996,1970,,2021/11/21,to-read,to-read (#848),to-read,,,,0,0
39796904,My Lovely Wife,Samantha  Downing,"Downing, Samantha",,"=""""","=""""",0,3.86,Berkley Books,Hardcover,390,2019,2019,,2021/10/10,to-read,to-read (#847),to-read,,,,0,0
40379964,Seeker,Douglas E. Richards,"Richards, Douglas E.",,"=""""","=""""",0,4.12,Paragon Press,Kindle Edition,376,2018,2018,,2021/10/10,to-read,to-read (#846),to-read,,,,0,0
290112,Lady Sings the Blues,Billie Holiday,"Holiday, Billie","William Dufty, Diana Ross, Herbie Nichols, Herbert Nichols","=""0140067620""","=""9780140067620""",0,4.03,Penguin Books,Paperback,208,1984,1956,,2021/10/10,to-read,to-read (#845),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.28,Penguin Classics,Paperback,1276,2003,1844,,2021/10/07,to-read,to-read (#844),to-read,,,,0,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.98,Orbit,Paperback,416,2013,2013,,2021/10/06,to-read,to-read (#843),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""0452287065""","=""9780452287068""",5,4.10,Plume,Paperback,216,2005,1970,2021/10/06,2021/07/23,,,read,,,,1,0
53205888,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,"=""1250217342""","=""9781250217349""",0,4.19,Tor Books,Hardcover,373,2021,2021,,2021/10/06,to-read,to-read (#842),to-read,,,,0,0
11125,Digital Fortress,Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.68,Corgi books,Paperback,510,2004,1998,,2021/08/06,,,read,,,,1,0
36544614,Dear America: Notes of an Undocumented Citizen,Jose Antonio Vargas,"Vargas, Jose Antonio",,"=""0062851365""","=""9780062851369""",0,4.30,Dey Street Books,ebook,256,2018,2018,,2021/10/01,to-read,to-read (#841),to-read,,,,0,0
38463,If Beale Street Could Talk,James Baldwin,"Baldwin, James",,"=""0307275930""","=""9780307275936""",0,4.27,Vintage,Paperback,197,2006,1974,,2021/09/29,to-read,to-read (#840),to-read,,,,0,0
35066358,The First Fifteen Lives of Harry August,Claire North,"North, Claire",,"=""""","=""""",5,4.03,Redhook,Kindle Edition,417,2014,2014,2021/09/29,2021/09/22,,,read,,,,1,0
483485,Vehicles: Experiments in Synthetic Psychology,Valentino Braitenberg,"Braitenberg, Valentino",,"=""0262521121""","=""9780262521123""",0,4.40,Bradford Book,Paperback,168,1986,1984,,2021/09/07,to-read,to-read (#839),to-read,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.13,Harvest Books,Paperback,536,1994,1980,,2021/09/06,to-read,to-read (#838),to-read,,,,0,0
361459,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,"Jamison, Kay Redfield",,"=""0679763309""","=""9780679763307""",0,4.04,Vintage,Paperback,223,1996,1995,,2021/09/03,to-read,to-read (#837),to-read,,,,0,0
20642794,Thanda Gosht / ٹھنڈا گوشت,سعادت حسن منٹو,"منٹو, سعادت حسن",Saadat Hasan Manto,"=""969352098X""","=""""",0,4.10,Sang-e-Meel Publications,Hardcover,80,2008,1950,,2021/09/02,to-read,to-read (#836),to-read,,,,0,0
73902,"The Sole Spokesman: Jinnah, the Muslim League, and the Demand for Pakistan",Ayesha Jalal,"Jalal, Ayesha",,"=""0521458501""","=""9780521458504""",0,4.03,Cambridge University Press,Paperback,310,1994,1985,,2021/09/02,to-read,to-read (#835),to-read,,,,0,0
13601144,Em and The Big Hoom,Jerry Pinto,"Pinto, Jerry",,"=""8192328023""","=""9788192328027""",0,4.16,Aleph Book Company,Hardcover,240,2012,2012,,2021/08/09,to-read,to-read (#834),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",0,3.96,Back Bay Books,Paperback,296,2007,2005,,2021/08/08,to-read,to-read (#833),to-read,,,,0,0
13449653,New Structural Economics. A Framework for Rethinking Development and Policy,Justin Yifu Lin,"Lin, Justin Yifu",,"=""0821389556""","=""9780821389553""",0,3.81,The World Bank,ebook,384,2012,2012,,2021/08/07,to-read,to-read (#832),to-read,,,,0,0
187808,Kicking Away the Ladder: Development Strategy in Historical Perspective,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1843310279""","=""9781843310273""",0,4.17,Anthem Press,Paperback,187,2002,2002,,2021/08/07,to-read,to-read (#831),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2021/02/25,to-read,to-read (#830),to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato","Desmond Lee, Maria Helena da Rocha Pereira, Leonel Vallandro, Benjamin Jowett","=""0140449140""","=""9780140449143""",0,3.96,Penguin Classics,Paperback,416,2003,-375,,2021/03/09,to-read,to-read (#829),to-read,,,,0,0
73945,Apology,Plato,"Plato, Plato",James J. Helm,"=""0865163480""","=""9780865163485""",0,4.20,Bolchazy-Carducci Publishers,Paperback,127,1997,-399,,2021/03/09,to-read,to-read (#828),to-read,,,,0,0
982310,Phaedo,Plato,"Plato, Plato","David Gallop, R.D. Archer-Hind","=""0192839535""","=""9780192839534""",0,4.07,Oxford University Press,Paperback,144,1993,-380,,2021/03/09,to-read,to-read (#827),to-read,,,,0,0
846122,Meno,Plato,"Plato, Plato",G.M.A. Grube,"=""0915144247""","=""9780915144242""",0,3.94,"Hackett Publishing Company, Inc.",Paperback,33,1980,-386,,2021/03/09,to-read,to-read (#826),to-read,,,,0,0
340960,Theaetetus,Plato,"Plato, Plato",Robin Waterfield,"=""0140444505""","=""9780140444506""",0,4.13,Penguin Classics,Paperback,272,1987,-369,,2021/03/09,to-read,to-read (#825),to-read,,,,0,0
381185,Parmenides,Plato,"Plato, Plato",Keith Whitaker,"=""094105196X""","=""9780941051965""",0,4.02,Focus,Paperback,96,1996,-340,,2021/03/09,to-read,to-read (#824),to-read,,,,0,0
19068,The Nicomachean Ethics,Aristotle,"Aristotle, Aristotle","Jonathan Barnes, Hugh Tredennick, James Alexander Kerr Thomson","=""0140449493""","=""9780140449495""",0,3.98,Penguin Classics,Paperback,329,2004,-349,,2021/03/09,to-read,to-read (#823),to-read,,,,0,0
30658,Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872201929""","=""9780872201927""",0,3.73,"Hackett Publishing Company, Inc.",Paperback,59,1993,1641,,2021/03/09,to-read,to-read (#822),to-read,,,,0,0
19069549,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,René Descartes,"Descartes, René",,"=""""","=""""",0,3.73,,Kindle Edition,72,2012,1637,,2021/03/09,to-read,to-read (#821),to-read,,,,0,0
323656,The Passions of the Soul,René Descartes,"Descartes, René",Stephen  Voss,"=""0872200353""","=""9780872200357""",0,3.39,"Hackett Publishing Company, Inc.",Paperback,192,1989,1649,,2021/03/09,to-read,to-read (#820),to-read,,,,0,0
12651,The Social Contract,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",Maurice Cranston,"=""0143037498""","=""9780143037491""",0,3.78,Penguin,Paperback,168,2006,1762,,2021/03/09,to-read,to-read (#819),to-read,,,,0,0
326679,"Emile, or On Education",Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",Allan Bloom,"=""0465019315""","=""9780465019311""",0,3.59,Basic Books,Paperback,512,1979,1762,,2021/03/09,to-read,to-read (#818),to-read,,,,0,0
12073,Philosophical Investigations,Ludwig Wittgenstein,"Wittgenstein, Ludwig",G.E.M. Anscombe,"=""0631231277""","=""9780631231271""",0,4.25,"Blackwell Publishing, Inc.",Hardcover,464,2001,1953,,2021/03/09,to-read,to-read (#817),to-read,,,,0,0
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0143037579""","=""9780143037576""",0,4.00,Penguin Books,Paperback,160,2006,1843,,2021/03/09,to-read,to-read (#816),to-read,,,,0,0
24970,Either/Or: A Fragment of Life,Søren Kierkegaard,"Kierkegaard, Søren","Victor Eremita, Alastair Hannay","=""0140445773""","=""9780140445770""",0,4.16,Penguin Classics,Paperback,640,1992,1843,,2021/03/09,to-read,to-read (#815),to-read,,,,0,0
95266,Philosophical Fragments/Johannes Climacus,Søren Kierkegaard,"Kierkegaard, Søren","Edna Hatlestad Hong, Howard Vincent Hong, Johannes Climacus","=""0691020361""","=""9780691020365""",0,4.11,Princeton University Press (NJ),Paperback,400,1985,1844,,2021/03/09,to-read,to-read (#814),to-read,,,,0,0
208036,Metaphysics,Aristotle,"Aristotle, Aristotle","Joe Sachs, Michael Levine","=""1888009039""","=""9781888009033""",0,4.06,Green Lion Press,Paperback,368,1999,-330,,2021/03/09,to-read,to-read (#813),to-read,,,,0,0
9699011,Organon,Aristotle,"Aristotle, Aristotle",Giorgio Colli,"=""884591755X""","=""9788845917554""",0,3.96,Adelphi,Paperback,1066,2003,-40,,2021/03/09,to-read,to-read (#812),to-read,,,,0,0
13270,Poetics,Aristotle,"Aristotle, Aristotle","Malcolm Heath, Aristóteles","=""0140446362""","=""9780140446364""",0,3.83,Penguin Classics,Paperback,62,1996,-335,,2021/03/09,to-read,to-read (#811),to-read,,,,0,0
366330,Physics,Aristotle,"Aristotle, Aristotle","David Bostock, Robin Waterfield","=""0192823108""","=""9780192823106""",0,3.98,"Oxford University Press, USA",Paperback,384,1996,-340,,2021/03/09,to-read,to-read (#810),to-read,,,,0,0
25709,Summa Theologica,Thomas Aquinas,"Aquinas, Thomas",,"=""0870610635""","=""9780870610639""",0,4.12,Christian Classics,Hardcover,3020,1948,1274,,2021/03/09,to-read,to-read (#809),to-read,,,,0,0
80311,A Treatise of Human Nature,David Hume,"Hume, David",,"=""1406927554""","=""9781406927559""",0,3.93,Hard Press,Paperback,434,2006,1739,,2021/03/09,to-read,to-read (#808),to-read,,,,0,0
130119,An Enquiry Concerning Human Understanding,David Hume,"Hume, David",,"=""1420926993""","=""9781420926996""",0,3.93,Digireads.com,Paperback,96,2006,1748,,2021/03/09,to-read,to-read (#807),to-read,,,,0,0
205218,Ethics,Baruch Spinoza,"Spinoza, Baruch","Stuart Hampshire, Edwin M. Curley","=""0140435719""","=""9780140435719""",0,4.09,Penguin Classics,Paperback,186,1996,1677,,2021/03/09,to-read,to-read (#806),to-read,,,,0,0
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood","=""0521657296""","=""9780521657297""",0,3.96,Cambridge University Press,Paperback,796,1999,1781,,2021/03/09,to-read,to-read (#805),to-read,,,,0,0
60080,Groundwork of the Metaphysics of Morals,Immanuel Kant,"Kant, Immanuel","Mary J. Gregor, Christine M. Korsgaard","=""0521626951""","=""9780521626958""",0,3.84,Cambridge University Press,Paperback,120,1998,1785,,2021/03/09,to-read,to-read (#804),to-read,,,,0,0
6771658,An Answer to the Question: What Is Enlightenment?,Immanuel Kant,"Kant, Immanuel",,"=""0141043881""","=""9780141043883""",0,3.85,Penguin Books Ltd,Paperback,121,2009,1784,,2021/03/09,to-read,to-read (#803),to-read,,,,0,0
375410,Critique of Judgment,Immanuel Kant,"Kant, Immanuel",Werner S. Pluhar,"=""0872200256""","=""9780872200258""",0,4.09,"Hackett Publishing Company, Inc.",Paperback,688,1987,1790,,2021/03/09,to-read,to-read (#802),to-read,,,,0,0
10107209,The Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich",,"=""""","=""""",0,3.95,,Kindle Edition,368,,1807,,2021/03/09,to-read,to-read (#801),to-read,,,,0,0
808164,Science of Logic,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich",A.V. Miller,"=""1573922803""","=""9781573922807""",0,4.18,Prometheus Books,Paperback,844,1998,1812,,2021/03/09,to-read,to-read (#800),to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.02,Penguin Classics,Paperback,240,2003,1886,,2021/03/09,to-read,to-read (#799),to-read,,,,0,0
80449,On the Genealogy of Morals,Friedrich Nietzsche,"Nietzsche, Friedrich",Douglas Smith,"=""019283617X""","=""9780192836175""",0,4.13,"Oxford University Press, USA",Paperback,208,1999,1887,,2021/03/09,to-read,to-read (#798),to-read,,,,0,0
479356,Ecce Homo,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""0140445153""","=""9780140445152""",0,3.82,Penguin,Paperback,144,1992,1888,,2021/03/09,to-read,to-read (#797),to-read,,,,0,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",0,3.97,Penguin Classics,Paperback,187,1985,1859,,2021/03/09,to-read,to-read (#796),to-read,,,,0,0
584637,Utilitarianism,John Stuart Mill,"Mill, John Stuart",George Sher,"=""087220605X""","=""9780872206052""",0,3.68,Hackett Publishing Company,Paperback,71,2002,1861,,2021/03/09,to-read,to-read (#795),to-read,,,,0,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",0,3.83,Dante University of America Press,Paperback,140,2003,1513,,2021/03/09,to-read,to-read (#794),to-read,,,,0,0
232743,The Archaeology of Knowledge and The Discourse on Language,Michel Foucault,"Foucault, Michel",Alan Sheridan,"=""0394711068""","=""9780394711065""",0,4.12,Vintage,Paperback,256,1982,1969,,2021/03/09,to-read,to-read (#793),to-read,,,,0,0
10033,Being and Nothingness,Jean-Paul Sartre,"Sartre, Jean-Paul","Hazel E. Barnes, Mary Warnock, Richard Eyre","=""0415278481""","=""9780415278485""",0,3.98,Routledge,Paperback,688,2003,1943,,2021/03/09,to-read,to-read (#792),to-read,,,,0,0
10034,"The Age of Reason (Roads to Freedom, #1)",Jean-Paul Sartre,"Sartre, Jean-Paul",Eric Sutton,"=""0679738959""","=""9780679738954""",0,3.98,Vintage International,Paperback,416,1992,1945,,2021/03/09,to-read,to-read (#791),to-read,,,,0,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.04,Liveright,Paperback,606,2016,2015,,2021/04/13,to-read,to-read (#790),to-read,,,,0,0
30201327,The Lonely Hearts Hotel,Heather O'Neill,"O'Neill, Heather",,"=""0735213739""","=""9780735213739""",0,3.79,Riverhead Books,Hardcover,391,2017,2017,,2021/09/27,to-read,to-read (#789),to-read,,,,0,0
25675111,Medieval India : The Story of a Civilization,Irfan Habib,"Habib, Irfan",,"=""8123752555""","=""9788123752556""",0,3.44,"National Book Trust, India",Paperback,292,2008,2008,,2021/09/20,to-read,to-read (#788),to-read,,,,0,0
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""1594488843""","=""9781594488849""",0,3.95,Riverhead Books,Hardcover,242,2009,2009,,2021/09/20,to-read,to-read (#787),to-read,,,,0,0
33931,"Time's Arrow, Time's Cycle: Myth and Metaphor in the Discovery of Geological Time",Stephen Jay Gould,"Gould, Stephen Jay",,"=""0674891996""","=""9780674891999""",0,3.90,Harvard University Press,Paperback,240,1988,1987,,2021/09/19,to-read,to-read (#786),to-read,,,,0,0
25820414,"Rhapsodic (The Bargainer, #1)",Laura Thalassa,"Thalassa, Laura",,"=""""","=""""",0,3.97,Lavabrook Publishing Group,Paperback,326,2016,2016,,2021/09/11,to-read,to-read (#785),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2021/01/23,,,read,,,,1,0
13547180,Brain on Fire: My Month of Madness,Susannah Cahalan,"Cahalan, Susannah",,"=""145162137X""","=""9781451621372""",0,4.07,Free Press,Hardcover,250,2012,2012,,2021/09/03,to-read,to-read (#784),to-read,,,,0,0
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",0,4.14,Knopf,Hardcover,378,2015,2015,,2021/09/03,to-read,to-read (#783),to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.16,Crown Publishing Group (NY),Hardcover,336,2019,2019,,2021/09/03,to-read,to-read (#782),to-read,,,,0,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.04,Knopf,Hardcover,315,2012,2012,,2021/09/03,to-read,to-read (#781),to-read,,,,0,0
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark  Johnson,"=""0226468011""","=""9780226468013""",0,4.10,University of Chicago Press,Paperback,276,2003,1980,,2021/09/02,to-read,to-read (#780),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.19,Grand Central Publishing,Hardcover,296,2016,2016,,2021/09/02,to-read,to-read (#779),to-read,,,,0,0
